RYM Album, First Name,Last Name,First Name localized, Last Name localized,Title,Release_Date,Rating,Ownership,Purchase Date,Media Type
"15665230","","Keygen Church","","","Nel nome del codice","2024","4","n","",""
"15777885","","Khamai Leon","","","IHATOV","2024","5","n","",""
"15754317","","Kidnapped","","","Disgust","2024","6","n","",""
"5462173","","Killitorous","","","Party, Grind","2014","7","n","",""
"11533209","","Killitorous","","","The Afterparty","2020","7","n","",""
"653747","","Killswitch Engage","","","As Daylight Dies","2006","6","n","",""
"10403326","","Killswitch Engage","","","Atonement","2019","6","n","",""
"144318","","Killswitch Engage","","","The End of Heartache","2004","7","n","",""
"16161394","","Killswitch Engage","","","This Consequence","2025","4","n","",""
"15301196","","Kill the Lights","","","Broken Bones","2023","8","n","",""
"15644800","","Kill the Lights","","","Death Melodies","2024","6","n","",""
"15644805","","Kill the Lights","","","From Ashes","2024","3","n","",""
"11356357","","Kill the Lights","","","Plagues","2020","6","n","",""
"15501137","","Kill the Lights","","","Scapegoat","2023","5","n","",""
"9911220","","Kill the Lights","","","The Faceless","2019","7","n","",""
"11872862","","Kill the Lights","","","The Sinner","2020","5","n","",""
"10016212","","Kill the Lights","","","Watch You Fall","2019","6","n","",""
"15266886","","Kilonova","","","Moment of Clarity","2023","6","n","",""
"11154400","","Kilter","","","AXIOM","2020","6","n","",""
"5049470","The","Kindred","","","Life in Lucidity","2014","8","n","",""
"8445534","The","Kindred","","","Weight","2017","2","n","",""
"15075316","","Kingcrow","","","Hopium","2024","7","n","",""
"8873971","","Kingcrow","","","The Persistence","2018","7","n","",""
"392285","","Kiss Kiss","","","Kiss Kiss","2005","7","n","",""
"750167","","Kiss Kiss","","","Reality vs. the Optimist","2007","8","n","",""
"1936125","","Kiss Kiss","","","The Meek Shall Inherit What's Left","2009","8","n","",""
"15846443","","Kittie","","","Fire","2024","5","n","",""
"15693564","A","Knife in the Dark / Heavens Die","","","Split","2024","5","n","",""
"7647760","","Knives Out!","","","Left in the Lurch","2016","6","n","",""
"15780324","","Knocked Loose","","","Don't Reach for Me","2024","8","n","",""
"15815442","","Knocked Loose","","","Suffocate","2024","8","n","",""
"15721416","","Knocked Loose","","","You Won't Go Before You're Supposed To","2024","6","n","",""
"15531362","","Knoll","","","As Spoken","2024","6","n","",""
"7387720","Eero","Koivistoinen Quartet","","","Hati Hati","2015","7","n","",""
"15771427","","Kólga","","","Black Tides","2024","8","n","",""
"15409950","","Kollapse","","","AR","2024","7","n","",""
"14267899","The","Kompressor Experiment","","","Ebb &amp; Flow","2022","7","n","",""
"15802426","Stas","Koroliov","","","Round 2: Цифровий Утікач","2024","7","n","",""
"15200274","","Koronus","","","Sentinel","2023","5","n","",""
"15044404","","Kossuth","","","Necronym","2022","7","n","",""
"15888890","","Krallice","","","Inorganic Rites","2024","3","n","",""
"14788581","","Krallice","","","Psychagogue","2022","7","n","",""
"16024429","","Krosis","","","Infinite Circuitry","2024","6","n","",""
"7191392","","Kurushimi","","","Kurushimi","2016","6","n","",""
"15657792","","Kvadrat","","","The Horrible Dissonance of Oblivion","2024","7","n","",""
"13921215","","Kvaen","","","The Great Below","2022","6","n","",""
"15658171","","Kyros","","","Mannequin","2024","6","n","",""
"14356371","","KYTARO","","","Temporary Internet Files","2022","7","n","",""
"14365643","","Lacrimae","","","Contradiction","2022","8","n","",""
"10444846","","Lacuna Coil","","","Black Anima","2019","7","n","",""
"23095","","Lacuna Coil","","","Comalies","2002","7","n","",""
"10502567","","Lacuna Coil","","","Layers of Time","2019","7","n","",""
"10646994","","Lacuna Coil","","","Reckless","2019","7","n","",""
"16076785","","Lacuna Coil","","","Sleepless Empire","2025","4","n","",""
"15659561","Julian","Lage","","","Speak to Me","2024","5","n","",""
"15402075","","Lalu","","","The Fish Who Wanted to Be King","2023","6","n","",""
"14117409","Delvon","Lamarr Organ Trio","","","Cold as Weiss","2022","5","n","",""
"15819937","","Lamentari","","","Ex umbra in lucem","2024","6","n","",""
"15287207","","LAMPR3A","","","Esnse","2023","7","n","",""
"14202769","","Lasiodora","","","Molt","2022","5","n","",""
"15531989","The","Last Dinner Party","","","Prelude to Ecstasy","2024","7","n","",""
"15355839","","Laster","","","Andermans mijne","2023","6","n","",""
"2816627","The","Last Felony","","","Too Many Humans","2010","6","n","",""
"15700740","The","Last of Lucy","","","Godform","2024","6","n","",""
"13975452","The","Last of Lucy","","","Moksha","2022","5","n","",""
"7621354","","Last Scattering","","","The Deuce","2016","7","n","",""
"11073509","","Late","","","The One and I","2020","6","n","",""
"15719598","","Laterath","","","Anemone","2024","7","n","",""
"15010054","","Lattermath","","","Winter's Painting","2023","6","n","",""
"13919175","Avril","Lavigne","","","Bite Me","2021","6","n","",""
"10003005","Avril","Lavigne","","","Dumb Blonde","2019","4","n","",""
"9543274","Avril","Lavigne","","","Head Above Water","2018","6","n","",""
"9802484","Avril","Lavigne","","","Head Above Water","2019","5","n","",""
"9719","Avril","Lavigne","","","Let Go","2002","6","n","",""
"14229967","Avril","Lavigne","","","Love It When You Hate Me","2022","5","n","",""
"14209440","Avril","Lavigne","","","Love Sux","2022","4","n","",""
"9795728","Avril","Lavigne","","","Tell Me It's Over","2018","7","n","",""
"738326","Avril","Lavigne","","","The Best Damn Thing","2007","4","n","",""
"145914","Avril","Lavigne","","","Under My Skin","2004","6","n","",""
"15103529","Zac","Leaser","","","Libera","2023","6","n","",""
"15364164","Pascal","Le Boeuf","","","Ritual Being","2023","7","n","",""
"4475999","","Leftlanetheory","","","Archives","2013","7","n","",""
"9525706","","LeftyFish","","","Hello Kittie's Spank","2018","7","n","",""
"16280187","","Leléka","","","Kolysanky","2025","8","o","","LP"
"15669992","","Leléka","","","Leléka","2017","10","n","",""
"15596801","","Leléka","","","Sonce U Serci","2021","8","n","",""
"15670008","","Leléka","","","Tuman","2019","9","n","",""
"16344998","","Leléka","","","Znaty","2025","7","n","",""
"15830053","","Leléka","","","І будуть люди","2020","8","n","",""
"15830000","","Leléka","","","Нічия","2021","9","n","",""
"15671144","","Leléka &amp; Maksym Berezhniuk","","","Rizdvo","2023","8","n","",""
"2873672","","Lena","","","My Cassette Player","2010","5","n","",""
"4179773","","Lena","","","Stardust","2012","6","n","",""
"10662748","","Leprous","","","Alleviate","2019","5","n","",""
"13216879","","Leprous","","","Aphelion","2021","5","n","",""
"15880300","","Leprous","","","Atonement","2024","7","n","",""
"10601419","","Leprous","","","Below","2019","6","n","",""
"3544012","","Leprous","","","Bilateral","2011","8","n","",""
"12345100","","Leprous","","","Castaway Angels","2020","5","n","",""
"4460392","","Leprous","","","Coal","2013","8","n","",""
"8364578","","Leprous","","","From the Flame","2017","7","n","",""
"9304154","","Leprous","","","Golden Prayers","2018","7","n","",""
"15999527","","Leprous","","","Like a Sunken Ship","2024","7","n","",""
"7718466","","Leprous","","","Live at Rockefeller Music Hall","2016","8","n","",""
"8294379","","Leprous","","","Malina","2017","7","n","",""
"15793386","","Leprous","","","Melodies of Atonement","2024","6","n","",""
"10590819","","Leprous","","","Pitfalls","2019","5","n","",""
"13282708","","Leprous","","","Running Low","2021","7","n","",""
"15922940","","Leprous","","","Silently Walking Alone","2024","6","n","",""
"8466235","","Leprous","","","Stuck","2017","6","n","",""
"2140384","","Leprous","","","Tall Poppy Syndrome","2009","10","n","",""
"6241897","","Leprous","","","The Congregation","2015","9","n","",""
"13436741","","Leprous","","","The Silent Revelation","2021","4","n","",""
"15720877","","Lethe","","","Alienation","2024","5","n","",""
"8597401","","Letters From the Colony","","","Vignette","2018","3","n","",""
"15702063","","Liability Luke","","","Velveteen","2024","5","n","",""
"15341134","","Lightlorn","","","At One With the Night Sky","2023","4","n","",""
"10516784","","Lightning Bolt","","","Sonic Citadel","2019","6","n","",""
"15809950","","Lightworker","","","How the Beautiful Decay","2024","8","n","",""
"15690852","","Like Moths to Flames","","","The Cycles of Trying to Cope","2024","7","n","",""
"15410241","","Limbs","","","Everything Under Heaven","2023","7","n","",""
"1670","","Limp Bizkit","","","Chocolate Starfish and the Hot Dog Flavored Water","2000","7","n","",""
"2622571","","Limp Bizkit","","","Gold Cobra","2011","6","n","",""
"15678644","Maggie","Lindemann","","","HEADSPLIT","2024","5","n","",""
"11927292","Joel","Lindfors","","","Atopia","2020","8","n","",""
"12188904","Joel","Lindfors","","","Shift","2016","8","n","",""
"2999355","","Linkin Park","","","A Thousand Suns","2010","2","n","",""
"15199037","","Linkin Park","","","Fighting Myself","2023","7","n","",""
"16035110","","Linkin Park","","","From Zero","2024","7","n","",""
"16062475","","Linkin Park","","","Heavy Is the Crown","2024","5","n","",""
"2007","","Linkin Park","","","Hybrid Theory","2000","7","n","",""
"3957224","","Linkin Park","","","Living Things","2012","7","n","",""
"15132059","","Linkin Park","","","Lost","2023","6","n","",""
"45334","","Linkin Park","","","Meteora","2003","8","n","",""
"785708","","Linkin Park","","","Minutes to Midnight","2007","4","n","",""
"16107037","","Linkin Park","","","Over Each Other","2024","5","n","",""
"14923","","Linkin Park","","","Reanimation","2002","6","n","",""
"16035114","","Linkin Park","","","The Emptiness Machine","2024","7","n","",""
"16152169","","Linkin Park","","","Two Faced","2024","7","n","",""
"16442351","","Linkin Park","","","Unshatter","2025","5","n","",""
"16395017","","Linkin Park","","","Up From the Bottom","2025","6","n","",""
"15800435","The","Lion &amp; the Sloth","","","Silver Skin","2024","6","n","",""
"10809752","","Liturgy","","","H.A.Q.Q.","2019","3","n","",""
"15102021","Nick","Llerandi","","","The Noe Band: Made You Look","2023","6","n","",""
"15669161","","Lockslip","","","Lockslip","2024","8","n","",""
"15047745","","Lòdz","","","Moons and Hideaways","2022","7","n","",""
"15299047","","Lokust","","","Infidel","2023","7","n","",""
"407627","","Look What I Did","","","Minuteman for the Moment","2005","8","n","",""
"16008612","Mário","Lopes","","","Quimera","2024","8","n","",""
"15479061","","Lord Dying","","","Clandestine Transcendence","2024","6","n","",""
"10055458","","Lord Dying","","","Mysterium tremendum","2019","7","n","",""
"13455782","","Lorelei","","","Even If We Beg","2021","4","n","",""
"5226443","","Lorelei","","","Lore of Lies","2014","7","n","",""
"16314119","","LOREM IPSUM","","","Même quand ta main quittera la mienne","2025","8","n","",""
"13223789","","Lorna Shore","","","...And I Return to Nothingness","2021","8","n","",""
"14845474","","Lorna Shore","","","Cursed to Die","2022","6","n","",""
"7811857","","Lorna Shore","","","Flesh Coffin","2017","6","n","",""
"10815564","","Lorna Shore","","","Immortal","2020","7","n","",""
"14800414","","Lorna Shore","","","Into the Earth","2022","7","n","",""
"14748522","","Lorna Shore","","","Pain Remains","2022","7","n","",""
"14915203","","Lorna Shore","","","Pain Remains I: Dancing Like Flames","2022","5","n","",""
"14935318","","Lorna Shore","","","Pain Remains II: After All I've Done, I'll Disappear","2022","7","n","",""
"14747076","","Lorna Shore","","","Sun//Eater","2022","7","n","",""
"13226534","","Lorna Shore","","","To the Hellfire","2021","7","n","",""
"102547","","Lostprophets","","","Start Something","2004","7","n","",""
"3613610","A","Lot Like Birds","","","Conversation Piece","2011","7","n","",""
"10512435","A","Lot Like Birds","","","Conversation Piece (Instrumental)","2019","8","n","",""
"8106522","A","Lot Like Birds","","","DIVISI","2017","7","n","",""
"10512433","A","Lot Like Birds","","","DIVISI (Instrumental)","2019","8","n","",""
"10512428","A","Lot Like Birds","","","No Place (Instrumental)","2019","8","n","",""
"2684974","A","Lot Like Birds","","","Plan B","2009","8","n","",""
"15686310","","Love Sex Machine","","","Trve","2024","4","n","",""
"15939352","","Lowen","","","Do Not Go to War With the Demons of Mazandaran","2024","6","n","",""
"16094093","","L.S. Dunes","","","Violet","2025","7","n","",""
"16048142","","Luck Wont Save You","","","Through the Mountains of Melancholia","2024","8","n","",""
"15763207","","Lufthansa","","","Далеку од вистинското нешто","2024","8","n","",""
"15796205","The","Lumberjack Feedback","","","The Stronghold","2024","6","n","",""
"11824625","","Luna's Call","","","Void","2020","7","n","",""
"15194871","","Lunar Chamber","","","Shambhallic Vibrations","2023","7","n","",""
"15196365","","Lunar Chamber","","","Spirit Body and the Seeing Self","2023","7","n","",""
"15539355","","Lunarite","","","Bridge Burner","2023","5","n","",""
"14594623","","Lustmord &amp; The Ocean","","","Primal (State of Being)","2022","4","n","",""
"11018742","","Lychgate","","","Also Sprach Futura","2020","6","n","",""
"15642230","","Lysistrata","","","Veil","2024","6","n","",""
"15989625","","Machine Girl","","","MG Ultra","2024","3","n","",""
"650082","","Machine Head","","","The Blackening","2007","8","n","",""
"15695027","","Macroscream","","","Macrophonix","2024","6","n","",""
"1782780","","Madder Mortem","","","Eight Ways","2009","7","n","",""
"9395233","","Madder Mortem","","","Marrow","2018","7","n","",""
"15553748","","Madder Mortem","","","Old Eyes, New Heart","2024","8","n","",""
"6520884","","Madder Mortem","","","Red in Tooth and Claw","2016","6","n","",""
"2775848","","Madder Mortem","","","Where Dream and Day Collide","2010","8","n","",""
"1218238","","Made of Hate","","","Bullet in Your Head","2008","6","n","",""
"3011626","","Made of Hate","","","Pathogen","2010","8","n","",""
"14981632","","MAG","","","MAG II: Pod krwawym księżycem","2022","7","n","",""
"15681539","","Magoria","","","Hollingsworth Mansion","2024","4","n","",""
"15306950","","Mairu","","","Sol Cultus","2023","6","n","",""
"16093597","","Maitreya","","","Auxesis","2024","7","n","",""
"15887430","","Majesty of Revival","","","Wraiths","2024","4","n","",""
"8552398","","Major Parkinson","","","Blackbox","2017","5","n","",""
"1827430","","Major Parkinson","","","Major Parkinson","2008","7","n","",""
"3104725","","Major Parkinson","","","Songs From a Solitary Home","2010","8","n","",""
"5092889","","Major Parkinson","","","Twilight Cinema","2014","7","n","",""
"14845880","","Major Parkinson","","","Valesa - Chapter I: Velvet Prison","2022","5","n","",""
"13295082","","Make Them Suffer","","","Contraband","2021","7","n","",""
"14960697","","Make Them Suffer","","","Doomswitch","2022","5","n","",""
"15791059","","Make Them Suffer","","","Epitaph","2024","6","n","",""
"11382116","","Make Them Suffer","","","Erase Me","2020","7","n","",""
"15272289","","Make Them Suffer","","","Ghost of Me","2023","3","n","",""
"10350662","","Make Them Suffer","","","Hollowed Heart","2019","3","n","",""
"11260354","","Make Them Suffer","","","How to Survive a Funeral","2020","5","n","",""
"3128408","","Make Them Suffer","","","Lord of Woe","2011","8","n","",""
"15992025","","Make Them Suffer","","","Make Them Suffer","2024","6","n","",""
"2001870","","Make Them Suffer","","","Make Them Suffer","2008","5","n","",""
"16092865","","Make Them Suffer","","","Mana God","2024","6","n","",""
"3894219","","Make Them Suffer","","","Neverbloom","2012","7","n","",""
"6406115","","Make Them Suffer","","","Old Souls","2015","7","n","",""
"8344010","","Make Them Suffer","","","Worlds Apart","2017","4","n","",""
"16321420","","Maktkamp","","","Mental Razzia","2025","7","n","",""
"15270634","Aiden","Malacaria","","","Inferno","2023","6","n","",""
"15785831","","Malconfort","","","Humanism","2024","5","n","",""
"15689452","","Malphas","","","Portal","2024","4","n","",""
"15762271","","Malwina Zero","","","Caminen Bien","2024","4","n","",""
"15742337","","Man Doki Soulmates","","","A Memory of Our Future","2024","6","n","",""
"15369978","","Manifestor Project","","","Archetyp stínu","2023","3","n","",""
"15534157","","Manticora","","","Mycelium","2024","5","n","",""
"16062805","","Mantra","","","Celestial: Fall","2024","7","n","",""
"16392733","","Mantra","","","Celestial: Spring","2025","7","n","",""
"16220440","","Mantra","","","Celestial: Winter","2024","9","n","",""
"4548674","","Mantra","","","Into the light","2013","6","n","",""
"7471901","","Mantra","","","Laniakea","2016","8","n","",""
"10946985","","Mantra","","","Medium","2019","10","n","",""
"10680037","","Mantra","","","Medium","2019","10","o","","LP"
"15994545","The","Mantra Discord","","","The Lost Widow","2024","4","n","",""
"15987575","","Many Eyes","","","The Light Age","2024","7","n","",""
"15679768","","MAQUINA","","","Prata","2024","6","n","",""
"6893007","","Marbin","","","Aggressive Hippies","2015","8","n","",""
"3409947","","Marbin","","","Breaking the Cycle","2011","6","n","",""
"14741913","","Marbin","","","Dirty Horse","2022","8","n","",""
"16270760","","March of Scylla","","","ANDROMEDA","2025","5","n","",""
"16047118","","Marcin","","","Dragon in Harmony","2024","6","n","",""
"15604089","Etta","Marcus","","","The Death of Summer &amp; Other Promises","2024","7","n","",""
"15239927","","Maridia","","","Mouth of Ruin","2023","6","n","",""
"15647054","Witness","Marks","","","To Climb","2024","3","n","",""
"174551","The","Mars Volta","","","Frances the Mute","2005","8","n","",""
"16296983","The","Mars Volta","","","Lucro sucio; los ojos del vacío","2025","4","n","",""
"2206241","The","Mars Volta","","","Octahedron","2009","6","n","",""
"910402","The","Mars Volta","","","The Bedlam in Goliath","2008","7","n","",""
"14800450","The","Mars Volta","","","The Mars Volta","2022","5","n","",""
"15827974","Felix","Martin","","","The Gathering","2024","6","n","",""
"14319655","","Maruja","","","Blind Spot","2022","8","n","",""
"16075013","","Maruja","","","Break the Tension","2024","7","n","",""
"15765846","","Maruja","","","Connla's Well","2024","7","n","",""
"15189943","","Maruja","","","Knocknarea","2023","8","n","",""
"15488931","","Maruja","","","One Hand Behind the Devil","2023","6","n","",""
"15663562","","Maruja","","","The Invisible Man","2024","8","n","",""
"14812807","","Maruja","","","The Tinker","2022","8","n","",""
"14994964","","Maruja","","","Thunder","2022","7","n","",""
"16304978","","Maruja","","","Tír na nÓg","2025","6","n","",""
"15765873","","Mary in the Junkyard","","","This Old House","2024","6","n","",""
"13603608","The","Mask of the Phantasm","","","New Axial Age","2021","8","n","",""
"15579789","","Massa Nera / Quiet Fear","","","Quatro vientos // Cinco soles","2024","6","n","",""
"15301342","","Massen","","","Gentle Brutality","2023","7","n","",""
"15654144","","Mastiff","","","Deprecipice","2024","6","n","",""
"8124014","","Mastodon","","","Andromeda","2017","7","n","",""
"531204","","Mastodon","","","Blood Mountain","2006","8","n","",""
"8516689","","Mastodon","","","Cold Dark Place","2017","6","n","",""
"1894992","","Mastodon","","","Crack the Skye","2009","9","n","",""
"8025079","","Mastodon","","","Emperor of Sand","2017","6","n","",""
"13603617","","Mastodon","","","Hushed and Grim","2021","8","n","",""
"184040","","Mastodon","","","Leviathan","2004","8","n","",""
"5388819","","Mastodon","","","Once More 'Round the Sun","2014","8","n","",""
"13613073","","Mastodon","","","Pushing the Tides","2021","7","n","",""
"33394","","Mastodon","","","Remission","2002","8","n","",""
"8048101","","Mastodon","","","Show Yourself","2017","4","n","",""
"13842752","","Mastodon","","","Sickle and Peace","2021","8","n","",""
"8025883","","Mastodon","","","Sultan's Curse","2017","8","n","",""
"13746444","","Mastodon","","","Teardrinker","2021","6","n","",""
"14535474","","Mastodon","","","Teardrinker (Acoustic Version)","2022","7","n","",""
"3517148","","Mastodon","","","The Hunter","2011","7","n","",""
"16043779","","Mastodon &amp; Lamb of God","","","Floods of Triton","2024","6","n","",""
"15870562","","Matrass","","","Cathedrals","2024","7","n","",""
"16358729","","Matricide","","","Red","2025","6","n","",""
"14890852","Lívia","Mattos","","","Apneia","2022","8","n","",""
"15859932","","Maudits","","","Précipice","2024","8","n","",""
"4921725","","MaYaN","","","Antagonise","2014","5","n","",""
"16037807","","Mayfield","","","The Cabin Sessions","2024","5","n","",""
"15577615","","Mayfire","","","Cloudscapes &amp; Silhouettes","2023","6","n","",""
"10137829","Lee","McKinney","","","Infinite Mind","2019","7","n","",""
"16024785","Lee","McKinney","","","To Those Who Know Pain.","2024","4","n","",""
"4423838","","ME","","","Even the Odd Ones Out","2013","8","n","",""
"11021951","","Me and That Man","","","New Man, New Songs, Same Shit, Vol.1","2020","7","n","",""
"16022783","The","Measure","","","Heaven Is Only in Our Dreams","2024","4","n","",""
"6092908","","Mechina","","","Acheron","2015","4","n","",""
"9775906","","Medeia","","","Xenosis","2019","3","n","",""
"15902175","","MEER","","","Wheels Within Wheels","2024","6","n","",""
"14299006","Brad","Mehldau","","","Jacob's Ladder","2022","7","n","",""
"10268371","","Meliorist","","","Patterns","2019","7","n","",""
"15870618","","Melt-Banana","","","3+5","2024","6","n","",""
"12034151","","Melted Bodies","","","Enjoy Yourself","2020","8","n","",""
"15283277","","Melted Bodies","","","The Avalanche","2023","4","n","",""
"14935738","","Melted Bodies","","","The Inevitable Fork, Vol. 1","2022","7","n","",""
"15341427","","Melted Bodies","","","The Inevitable Fork, Vol. 2","2023","7","n","",""
"16105950","","Melted Bodies","","","The Inevitable Fork, Vol. 3","2024","6","n","",""
"14239936","","Memphis May Fire","","","Remade in Misery","2022","6","n","",""
"16164388","","Memphis May Fire","","","Shapeshifter","2025","6","n","",""
"14595385","","Mendel","","","Equilibrium","2022","5","n","",""
"5281315","","Mendel","","","Shaking Hands With the Devil","2014","7","n","",""
"4011831","","Mendel","","","Subliminal Colors","2012","7","n","",""
"9940251","","Mendel","","","The Blood, The Sin and The Djinn","2019","6","n","",""
"15803982","","Menomena","","","The Insulation EP","2024","7","n","",""
"14630920","","Mental Fracture","","","Disaccord","2022","8","n","",""
"1224984","","Mercenary","","","Architect of Lies","2008","8","n","",""
"15356301","","Mercenary","","","Soundtrack for the End Times","2023","6","n","",""
"15437267","The","Mercury Tree","","","Self Similar","2023","6","n","",""
"11619034","","Meridian Blank","","","Scenes &amp; Fragments","2020","3","n","",""
"14205611","","Meshuggah","","","Immutable","2022","6","n","",""
"7573288","","Meshuggah","","","The Violent Sleep of Reason","2016","5","n","",""
"14191454","","Meslamtaea","","","Weemoedsklanken","2022","4","n","",""
"5271078","","Messenger","","","Illusory Blues","2014","8","n","",""
"7185438","","Messenger","","","Threnodies","2016","8","n","",""
"15456948","","Messier 16","","","Death Poems","2023","8","n","",""
"1573481","","Metallica","","","Death Magnetic","2008","7","n","",""
"13282829","","Metallica","","","Enter Sandman","2021","8","n","",""
"7624463","","Metallica","","","Hardwired...to Self-Destruct","2016","5","n","",""
"2443","","Metallica","","","Load","1996","6","n","",""
"1337","","Metallica","","","Metallica","1991","8","n","",""
"2444","","Metallica","","","Reload","1997","7","n","",""
"15555065","","meth.","","","SHAME","2024","6","n","",""
"15699045","","METZ","","","Up on Gravity Hill","2024","6","n","",""
"14687565","","Michał Jan x Immortal Onion","","","Screens","2022","7","n","",""
"4024999","David Maxim","Micic","","","Bilo 2.0","2012","8","n","",""
"14750252","David Maxim","Micic","","","BILO IV","2022","6","n","",""
"14922025","David Maxim","Micic","","","Dx2 is me","2022","5","n","",""
"6681986","David Maxim","Micic","","","ECO","2015","5","n","",""
"6610286","David Maxim","Micic","","","EGO","2015","8","n","",""
"8110279","David Maxim","Micic","","","Who Bit the Moon","2017","7","n","",""
"14813485","","Mico","","","Zigurat","2022","7","n","",""
"15532467","","Mildlife","","","Chorus","2024","6","n","",""
"15585590","","Mind Control","","","Elements","2023","4","n","",""
"15902517","","Mirar","","","Mare","2024","7","n","",""
"14000110","","Mire","","","A New Found Rain","2021","7","n","",""
"5217392","The","Mire","","","Glass Cathedrals","2014","7","n","",""
"3271488","The","Mire","","","Volume: II","2010","7","n","",""
"13913532","","Miseration","","","Black Miracles and Dark Wonders","2022","7","n","",""
"15282079","","Miserere Luminis","","","Ordalie","2023","8","n","",""
"11500629","","Misery Signals","","","Ultraviolet","2020","5","n","",""
"14987209","","Mithridatum","","","Harrowing","2023","8","n","",""
"15880469","","Modern Rites","","","Endless","2024","6","n","",""
"13417364","","møl","","","Diorama","2021","7","n","",""
"8916453","","møl","","","Jord","2018","7","n","",""
"15887125","Jesus","Molina","","","Selah","2024","8","n","",""
"15683585","The","Monolith Deathcult","","","The Demon Who Makes Trophies of Men","2024","4","n","",""
"16142589","","Monolith Zero","","","As the Universe Dies","2024","6","n","",""
"15480103","","Monosphere","","","Sentience","2023","7","n","",""
"14284934","","Monuments","","","In Stasis","2022","6","n","",""
"15744985","El","Moono","","","The Waking Sun","2024","5","n","",""
"15226764","","Moonreich","","","Amer","2023","7","n","",""
"10114673","","Moon Tooth","","","Awe at All Angles","2019","7","n","",""
"7057019","","Moon Tooth","","","Chromaparagon","2016","7","n","",""
"9920778","","Moon Tooth","","","Crux","2019","8","n","",""
"15501237","","Moon Tooth","","","Grimothy","2023","6","n","",""
"13873773","","Moon Tooth","","","Nymphaeaceae","2021","6","n","",""
"10070510","","Moon Tooth","","","Omega Days","2019","5","n","",""
"14325897","","Moon Tooth","","","Phototroph","2022","7","n","",""
"9922081","","Moon Tooth","","","Trust","2019","7","n","",""
"11844413","","Moon Tooth","","","Violent Grief: Acoustic Selections","2020","7","n","",""
"15680327","Les","Moontunes","","","Elephant Wizard","2024","5","n","",""
"15578670","The","Moor","","","Ombra","2024","6","n","",""
"15345048","Sam","Mooradian","","","Bad Brain","2023","8","n","",""
"15621126","Alon","Mor","","","Within","2024","5","n","",""
"9923796","","Mordant Rapture","","","The Abnegation","2018","7","n","",""
"10441769","","Moron Police","","","A Boat on the Sea","2019","9","n","",""
"10418019","","Moron Police","","","Captain Awkward","2019","9","n","",""
"5271606","","Moron Police","","","Defenders of the Small Yard","2014","8","n","",""
"10181136","","Moron Police","","","The Phantom Below","2019","10","n","",""
"4115715","","Moron Police","","","The Propaganda Machine","2012","7","n","",""
"13707315","","Moron Police","","","The Stranger and the Hightide","2021","8","n","",""
"13482975","","Moron Police","","","The Stranger and the Hightide","2021","7","n","",""
"13678138","","Moron Police","","","Waiting for Wastelands","2021","7","n","",""
"12614584","","Morrow","","","The Quiet Earth","2022","7","n","",""
"7694537","","Mors Principium Est","","","Embers of a Dying World","2017","6","n","",""
"8176819","","Mother's Cake","","","No Rhyme No Reason","2017","5","n","",""
"9910196","","Mother of Millions","","","Artifacts","2019","8","n","",""
"16013583","","Mother of Millions","","","Feral","2024","6","n","",""
"15910113","","Mother of Millions","","","Magna Mater","2024","7","n","",""
"14362053","","Mother of Millions","","","Orbit","2022","7","n","",""
"8616858","","Mother of Millions","","","Sigma","2017","8","n","",""
"4392392","The","Moth Gatherer","","","A Bright Celestial Light","2013","6","n","",""
"9793031","The","Moth Gatherer","","","Esoteric Oppression","2019","6","n","",""
"9964393","The","Moth Gatherer","","","The Drone Kingdom","2019","5","n","",""
"6342315","The","Moth Gatherer","","","The Earth Is the Sky","2015","7","n","",""
"14503355","","Motionless in White","","","Scoring the End of the World","2022","5","n","",""
"15383961","","Mouche-Miel","","","Satellites","2023","8","n","",""
"14746114","Feather","Mountain","","","To Exit a Maelstrom","2022","7","n","",""
"15534165","","Mountain Caller","","","Chronicle II: Hypergenesis","2024","5","n","",""
"13252919","","Mountain Caller","","","Chronicle: Prologue","2021","4","n","",""
"15923556","","Mountaineer","","","Dawn and All That Follows","2024","4","n","",""
"15797880","","Mountainscape","","","Iridescent","2024","5","n","",""
"7786138","","Mouse on the Keys","","","Out of Body","2017","7","n","",""
"6525949","","Mouse on the Keys","","","The Flowers of Romance","2015","7","n","",""
"15452944","","MouthBreather","","","Self-Tape","2023","6","n","",""
"4418","","Mr. Bungle","","","California","1999","8","n","",""
"11887768","","Mr. Bungle","","","Raping Your Mind","2020","4","n","",""
"11593582","","Mr. Bungle","","","USA","2020","4","n","",""
"14317703","","Mt. Echo","","","Electric Empire","2022","6","n","",""
"15759822","","Mudshow","","","Destiny","2024","3","n","",""
"16148130","","Múr","","","Múr","2024","6","n","",""
"69201","","Muse","","","Absolution","2003","8","n","",""
"577288","","Muse","","","Black Holes and Revelations","2006","7","n","",""
"14506201","","Muse","","","Compliance","2022","4","n","",""
"14827373","","Muse","","","Kill or Be Killed","2022","7","n","",""
"6480003","","Muse","","","Mercy","2015","4","n","",""
"2101","","Muse","","","Origin of Symmetry","2001","7","n","",""
"9416141","","Muse","","","Simulation Theory","2018","4","n","",""
"4037833","","Muse","","","The 2nd Law","2012","4","n","",""
"6517738","","Muse","","","The Handler","2015","3","n","",""
"2313558","","Muse","","","The Resistance","2009","5","n","",""
"8998072","","Muse","","","Thought Contagion","2018","4","n","",""
"14767000","","Muse","","","Will of the People","2022","5","n","",""
